Japanese,English
彼女は世界で最も美しい女性だ。,She's the most beautiful woman in the whole world.
トムはかなり長い間、ボストンの近くで小さなバーを経営していた。,Tom managed a small bar near Boston for quite a few years.
今朝トムからメールが来ました。,I received an email from Tom this morning.
カーテンを開けてもよろしいでしょうか？,May I open the curtain?
タバコが吸いたくてしかたがなかった。,I was aching for a cigarette.
トムはそれについてはメアリーに何も言わなかったんだ。,Tom didn't say anything to Mary about that.
疲れた。疲れた時っていっぱいミスしちゃうんだよな。,"I'm tired, and I make a lot of mistakes when I'm tired."
英語でラブレターを書くのは簡単じゃないんだよ。,It's not easy writing a love letter in English.
両親を飛行機事故でなくしたのだった。,He lost his parents in a plane accident.
ハンバーガーを食べたよ。,I ate a hamburger.
私は自分の部屋に行きます。そこで勉強できますから。,"I'm going to my room, because I can study there."
塩ひとつまみを加えてください。,Add a pinch of salt.
君に言われたことを、ずっと考えていたんだ。,I have been reflecting on what you said to me.
とにかく、お前には絶対わからないよ。,"Anyway, you'll never know."
一人いくらですか？,How much is it for one person?
中にいなさい。,Stay inside.
笑顔を絶やさないで。,Keep smiling.
妙だな。,It's odd.
なんで君はいつもそうするの？,Why are you always doing that?
トムは卒業した。,Tom graduated.
飢え死にするくらいなら、溺れ死んだほうがましだ。,I might as well drown as starve.
語学学校で働いています。,I work in a language school.
トムに電話番号を教えなきゃよかった。,I wish I hadn't given Tom my phone number.
後悔先に立たず。,What is done cannot be undone.
午後はどうやら雨になりそうだ。,It seems like it might rain this afternoon.
どうか助けてください。,Please help me.
退職年齢に近づいた人々は、仕事を続けるかやめるかを選択できる。,Those approaching retirement age have the choice of working or not working.
もう家に帰りなさい。,You'd better go home now.
彼は、喫煙のくせがついた。,He acquired the habit of smoking.
君が帰る前に彼女はいなくなっているだろう。,She'll have left before you come back.
「トムさんとお友達なんですよね」「ああ」「トムさんってどんな方なんですか？」,"You're friends with Tom, aren't you? ""Yeah."" ""What's he like?"""
私は夏休みを楽しみに待っている。,I'm looking forward to the summer break.
その箱に何が入っているの。,What is in the box?
彼には養うべき家族がいる。,He has a family to support.
立ち止まるな。,Move along now.
試着してみたい。,I'd like to try it on.
急がないと遅れるよ。,"Hurry up, or you will be late."
今はそれほど喉は渇いてません。,I'm not particularly thirsty right now.
本当のことを話してくれればよかったのに。,I wish you had told me the truth.
どうして花を買ったんだ？,Why did you buy flowers?
あの木のてっぺんを見てごらん。,Look at the top of that tree.
スイスは美しい国です。,Switzerland is a beautiful country.
それは直らないよ。新しいのを買った方がいいよ。,You can't fix it. You should buy a new one.
彼はハンサムではなく、かといって醜男というわけでもない。,He is neither handsome nor ugly.
かなりあくどい事をしてきたそうだな。,I hear you've done some pretty extreme stuff.
私と話をしたくないのなら、話さなくてもいいよ。,"If you don't want to talk to me, you don't have to."
彼女は交通事故でけがをした。,She was injured in the traffic accident.
新聞が書いていることは本当だ。,What the newspapers say is true.
ごめん、行かなきゃいけないの。,I'm sorry that I have to go.
マイボトル、どこだろう？,Where's my bottle?
どうして信じてないの？,Why don't you believe it?
トムってね、下戸なのよ。,Tom is a lightweight.
トムの両親は二人とも大卒だ。,Both of Tom's parents went to college.
トムとは仲良しよ。,I'm good friends with Tom.
私には新車を買うゆとりは無い。,I can't afford to buy a new car.
私って太ってると思う？,Do you think I'm fat?
今日は最悪の一日でした。,Today was a terrible day.
これらの物は私の物ではない。,These things aren't mine!
眠っている間に財布を盗まれた。,I had my wallet stolen while I was asleep.
何をしたらいいか言って下さい。,Tell me what to do.
彼は誰にも知られている。,He is known to everyone.
彼ったら、私のことを全く信じていないの。,He doesn't believe me at all.
そんなに難しくなかったでしょ？,"That wasn't so hard, was it?"
来れない場合は、できるだけ早く連絡してください。,"If you can't make it, call us as soon as possible."
君は六時に起きますか。,Do you get up at six?
このことはなかったことにしよう。,I'll pretend this never happened.
トムは名札を付けてるね。,"Tom is wearing a name tag, isn't he?"
もう11時だ。,It's already 11.
両親はオーストラリアに住んでるよ。,My parents live in Australia.
その子は運動神経がいいんだ。,The boy has good reflexes.
時間どおりです。,You're just on time.
桜が満開である。,The cherry blossoms are in full bloom.
トムのフランス語が流暢なのに驚いた。,I was amazed at Tom's fluency in French.
私は仕事仲間が大好きだ。,I really like my coworkers.
これは注文していません。,I didn't order this.
１週間後に、その家は倒壊した。,The house fell down a week later.
彼女はいつも何かしら不平ばかり言っている。,She is always complaining about something or other.
トルコ料理って食べたことある？,Have you ever eaten Turkish food?
私たちは幸福です。,We are happy.
音楽を聞こうよ。,Let's listen to some music.
座席のベルトをお締めください。,Fasten your seat belt.
ドアは押して開けてください。,Push the door open.
値段は全部同じなんですか？,Are they all the same price?
そんな気分じゃなかったんだ。,I wasn't in the mood.
これらの規則を覚えておきなさい。,Remember these rules.
トムは血圧が低い。,Tom has low blood pressure.
２、３冊の読むべきいい本を選び出せますか。,Can you pick out a few good books to read?
私は両親の期待を裏切ってきた。,I've been a disappointment to my parents.
市の郊外に住んでいる生徒が多い。,Many students live in the suburbs of the city.
このドレスには３つのサイズがあります。,This dress comes in three sizes.
あなたは聞くべきだ。,I think you ought to listen.
本当に何も解決策がないの？,Are you sure there's no solution?
また明日、図書館でね。,See you tomorrow at the library.
これは誰の自転車ですか。,Whose bicycle is this?
バケツにほとんど水がない。,There's hardly any water in the bucket.
「君のそれをやめさせなければいけないな」「何をやめさせるって？」,"I have to stop you from doing that. ""Stop me from doing what?"""
お金を盗まれた。,My money was stolen.
駟も舌に及ばず。,Words once said can't be taken back.
昼食を取らなかったので、お腹がすいています。,I am hungry because I did not eat lunch.
溺れかかっていた乗客はすべて救助された。,All the passengers were saved from drowning.
次の電車は何時に着きますか？,When will the next train arrive?
申し訳ありません、満室です。,"I'm sorry, we have no vacancies."
そんなふうに私たちに話しかけないで。,Don't talk to us that way.
勤務中はタバコを吸わない方がいいよ。,You'd better not smoke while on duty.
バスケ得意？,Are you good at basketball?
なんだか別人になったみたいだ。,I feel like another person.
授業数が多すぎるよ。,We have too many classes.
今夜はよく眠れそうな気がする。,I have the feeling that I'll sleep well tonight.
缶は空っぽだ。,The can is empty.
書き方を習ってます。,We're learning how to write.
彼はその男が盗んだといって責めた。,He accused the man of stealing.
フランス語の勉強をしたいんだ。,I want to study French.
どこで試着できますか。,Where can I try this on?
彼は名前を覚えるのが下手だ。,He has a hard time remembering names.
ピカソは９１歳まで絵を描き続けた。,Picasso kept drawing pictures until he was 91 years old.
私たちは隣人が嫌いで、隣人もまた私たちを嫌っています。,"We don't like our neighbors, and they don't like us, either."
何が君にトムがヘビメタを好きだと思わせたのですか？,What makes you think that Tom likes heavy metal?
この映画、超お薦めだよ。,I highly recommend this movie.
トムの要求は筋が通ってるよ。,Tom's request is very reasonable.
加奈子ちゃんは千葉から東京に通います。,Kanako commutes from Chiba to Tokyo.
いりません。,I don't need it.
君が僕の唯一の友達なんだよ。,You're my only friend.
食べ物がいっぱいあるよ。,There is plenty of food.
大変ありがとうございました。,Thank you ever so much.
郵便局の営業時間は何時からですか？,When does the post office open?
君が何をたくらんでいるのかお見通しだよ。,I know what your game is.
トムは30の言語で「私はフランス語しか話せません」と言うことができる。,"Tom is able to say ""I can only speak French"" in thirty languages."
腹を立てないで。,Don't get angry.
トムが昔ボストンで働いてたなんて、知らなかったよ。,I didn't know that Tom used to work in Boston.
車が故障したので遅れました。,I was late because my car broke down.
考えすぎだよ。,You're thinking too much.
馬は立ったまま寝るって本当ですか？,Is it true that horses sleep while standing up?
子供が池のそばに行かないように気をつけてください。,Please see to it that the child does not go near the pond.
母は怒っているに違いない。,My mother must be angry.
俺に任せろ。,I'll take care of it.
急いだら、バスに乗れるかもよ。,"If you hurry, you might catch the bus."
５月１０日月曜日の午後３時に東京駅八重洲中央口で待ち合わせをしていただけませんか。,"Would you please meet me at Yaesu central gate of Tokyo Station on Monday, May 10th at 3:00 p.m.?"
テーブルを片づけてください。,Please clear the table.
わたしはギターアンサンブルでバスギターを弾いている。,I play bass guitar in a guitar ensemble.
フランス語が話せないって、本当なの？,Is it true that you can't speak French?
それは本当に良い判断だったね。,That was a really good call.
鉛筆何本持ってるの？,How many pencils do you have?
事件の原因を取り調べるために実情調査委員会が作られた。,A fact-finding committee was set up to determine the cause of the incident.
失礼します。これってあなたのですか？,"Excuse me, does this belong to you?"
私が出すの頼んでおいた手紙にさ、切手貼るの忘れないでよ。,Please don't forget to put stamps on the letters that I gave you to mail.
彼は彼女のいる前ではとても照れくさそうにする。,He acts very shy in her presence.
我々は彼が死んだものとあきらめざるを得なかった。,We couldn't help but think that he was dead.
こうなるとは予想ができなかった。,It wasn't supposed to happen.
彼らは雨でびしょぬれになった。,They got thoroughly wet in the rain.
彼は俳優です。,He is an actor.
トムが自転車を持ってるかどうかなんて、知らないよ。,I don't know whether Tom has a bicycle.
木星は、太陽系最大の惑星である。,Jupiter is the largest planet in the Solar System.
彼は３０分遅れて現れた。,He turned up 30 minutes late.
その問題の解決は予想以上に難しかった。,The solution to that problem was more difficult than expected.
彼はよくしゃべる人だ。,He talks a lot.
パンダは竹林にすんでいます。,Pandas live in bamboo thickets.
他に誰か、けがをした人はいた？,Was anyone else injured?
トムは目を閉じた。,Tom shut his eyes.
勝つよ。,We'll win.
ここだけの話にしておいて。,Keep it quiet.
とっても好きよ。,I really like it.
僕が悪いのではない。,It's not my fault.
残念ながらその通りです。,"Unfortunately, it's true."
彼女は昨夜安らかに息を引き取った。,She passed away peacefully last night.
トムはまだ泳いでるの？,Is Tom still swimming?
CIAについて何を知っていますか。,What do you know about the CIA?
ご注文がお決まりになりましたら、お呼びください。,Please let me know when you are ready to order.
突然雨が降り出した。,"Suddenly, it began to rain."
二人のこどもが塀に座っています。,Two children are sitting on the fence.
アパートを借りたいです。,I want to rent an apartment.
早起きは三文の徳。,"Early to bed and early to rise makes a man healthy, wealthy and wise."
準備は兄が全てしてくれた。,My older brother did all the preparation.
週に何回そのサッカーチームは練習するんですか。,How many times a week does the soccer team practice?
野球シーズンが始まった。,The baseball season has opened.
無関係です。,It is nothing to me.
ここではめったに雨が降らないんです。,It hardly ever rains here.
彼は紳士の中の紳士だ。,He is a gentleman among gentlemen.
彼は全速力で走った。,He ran as fast as his legs could carry him.
いい考えですね。,That's a good idea!
置いていかないで。,Don't leave me.
普通、豚肉は牛肉よりも安いよ。,Pork is usually cheaper than beef.
彼は新しい政策を決定していた。,He had decided on a new policy.
酔っ払ってるの？,Are you drunk?
痛い！ドアに指挟んだ！,Ouch! My finger got caught in the door.
ちょうど今はオフィスに誰もいない。,"At the moment, there isn't anybody in the office."
彼は私にとって父親のような存在だ。,He has been like a father to me.
トムは決してメアリーを傷つけなかった。,Tom never hurt Mary.
彼が何を言おうと、信用するな。,"No matter what he says, don't trust him."
人間関係はとても複雑だ。,Relationships are very complicated.
最後のわら一本がらくだの背骨を折る。,The last straw breaks the camel's back.
嵐は数時間おさまらなかった。,The storm didn't abate for several hours.
ほんの少数の人しかその事実を知らない。,Only a handful of people know the fact.
10月20日の昼の２時半はどうかしら？,How about October 20th at 2:30 p.m.?
君の姉さん、相変わらず美人だね。,Your sister's as beautiful as ever.
今すぐそれをしたほうがいいよ。,You should do that immediately.
お二人とも独身なんですか？,Are both of you bachelors?
トムんちって、海の近くなんだよ。,Tom's house is near the sea.
この動物は日本語で何と言いますか。,What is this animal called in Japanese?
このペンはどこで見つけたの？,Where did you find this pen?
彼の隣に座ったんだ。,I sat next to him.
今の仕事が本当に好きなんだよ。,I really love my work.
シャンプーが目に入ってヒリヒリする！,I got shampoo in my eyes and it hurts.
誰にでも弱点がある。,Everybody has weaknesses.
何か必要なものがあったら、遠慮なく言ってください。,Don't hesitate to tell me if you need anything.
彼は裕福であるにもかかわらず幸福ではない。,"Even though he has a lot of money, he's not happy."
ちょっとお待ち下さい。,Hold on a second.
私はクラスの中で一番背が高い。,I'm the tallest in our class.
お腹が空いたな。あなたはどう？,I'm hungry. What about you?
あなたのフランス語の発音って、ひどすぎるわ。,Your French pronunciation is terrible.
私の時計、１０分遅れてるのよ。,My watch is ten minutes slow.
必要なら君を手伝ってあげられるよ。,"If you need help, I can help you."
私は小さすぎた。,I was too small.
嵐がなかったら、私はもっと早く着いたのだが。,"If it had not been for the storm, I would have arrived earlier."
私の英語は決して上手ではない。,My English is not good at all.
トムと私の番？,Is it Tom's and my turn?
それで、何やったの？,So what did you do?
そんなガツガツ食べないで、もうちょっとゆっくり食べようよ。,Quit eating so quickly. You should eat more slowly.
それはこっちの台詞だよ。,That's my line.
私はこの事故と何の関係もありません。,I have nothing to do with this accident.
彼は川のふちに腰を下ろした。,He sat at the edge of the stream.
あなたと御家族にお会いできることを楽しみにしております。,We are all looking forward to seeing you and your family.
図書館にはたくさんの児童書がある。,We have a lot of children's books in the library.
彼は寝る前にちょっと新聞に目を通した。,He took a look at the newspaper before going to bed.
レギュラー満タン、現金で。,Fill her up with regular. I'll be paying in cash.
彼女の猫、また四匹も産んだんだ。,Her cat had another four kittens.
もう月が出ているよ。,The moon is already out.
フランス語って簡単だと思う？,Do you think French is easy?
すぐにはじめましょう。,Let's start right away.
私はその結果にがっかりした。,I was disappointed with the result.
奥様にどうかよろしくお伝えください。,Give my regards to your wife.
トムはもうお昼ごはんを食べてしまった。,Tom has already finished his lunch.
今日の天気はどうですか。,How is the weather today?
わたしの妻も科学者です。,My wife is also a scientist.
戻ってくるって、約束するよ。,I promise I'll come back.
私は数学が好きだ。,I like mathematics.
来週トムのとこに行くつもりなんだ。,I'm going to visit Tom next week.
辞書が机の上にある。,There is a dictionary on the desk.
トムには成人した３人の子供がいるよ。,Tom has three grown children.
昼食の後、散歩をするのはどうですか。,How about going for a walk after lunch?
あなたは何が好きですか。,What do you like?
もう寝る時間だぞ。,It's time to go to bed.
この辺をぶらぶらしたら、大いに楽しめたでしょうに。,"If you had stuck around, you would have had a lot of fun."
彼らは川に橋をかけた。,They built a bridge across the river.
お荷物は24時間以内にお届けします。,Your shipment should be delivered within 24 hours.
私は彼に風邪をうつした。,I gave my cold to him.
寿司を食べようよ。,Let's eat sushi.
彼はまだ彼女のことを愛している。,He still loves her.
悪い子にはお仕置きが必要だ。,Bad children need to be punished.
私は家を買う考えを捨てた。,I have abandoned the idea of buying a house.
ママ、トムが僕をつねったんだよ。,"Mom, Tom pinched me."
その町には高い建物がたくさんある。,There are many tall buildings in that town.
ロードマップをください。,"May I have a road map, please?"
彼はこの広い部屋を独り占めしている。,He has this large room to himself.
トムと私は仲良しです。,Tom and I are good friends.
トムが知的だとは思わないよ。,I don't think that Tom is intelligent.
２０分たったらこちらから電話をします。,I'll call back in twenty minutes.
トムとメアリーは生き残った。,Tom and Mary survived.
トムはめったに質問をしない。,Tom seldom asks questions.
今日中に君の返事が欲しい。,I want your answer by the end of the day.
彼の葬式には出なかった。,I didn't attend his funeral.
君はそれをトムに知らせたんだよね？,"You did tell Tom about that, right?"
それが問題なのよ。,That's the problem.
準備完了！,Everything is ready.
人間は、自分でそれを意識しているといないとにかかわらず、幸福を追求し続けています。,"Human beings, whether they realize it or not, continually seek happiness."
姉はやせているが、私は少し太っている。,"My sister is thin, but I'm a little overweight."
彼は幸せだ。,He is happy.
本題に入ろう。,Let's get down to business.
パソコンが立ち上がらないの。どうしたらいいの？,I can't start up my computer. What am I supposed to do?
なぜトムは濡れているの？,Why is Tom wet?
働き続けなさい。,Keep on working.
その牛乳はおいしいの？,Is the milk good?
トムが熊を撃ったんだ。,Tom shot the bear.
トムは空港へ向かう途中だ。,Tom is on his way to the airport.
彼女は自分の鞄をあちこちと捜しました。,She looked for her bag here and there.
見ればわかるよ。,I know him by sight.
彼は全身泥まみれだった。,He was covered in mud from head to foot.
私はその事件に関係ありません。,I have nothing to do with that case.
ちょうど皿洗いが終わったとこだよ。,I've just washed the dishes.
トムは場を取り持とうとした。,Tom tried to break the ice.
信じてくれよ。,Take my word for it.
死んじゃやだ。,I don't want you to die.
ある日、彼は医者に行った。,One day he went to see the doctor.
最終電車に乗り遅れてしまったので、家までずっと歩かなければいけなかった。,"I missed the last train, so I had to walk all the way home."
起きたばかりなんだ。準備にちょっと時間をくれ。,I just got up. Give me a few minutes to get ready.
静かにしなさい。,Be quiet.
ここにあなたの名前を書きなさい。,Write your name here.
姉ちゃん、明かりをつけてくれる？,"Hey sis, can you turn on the light?"
お待ちください。,Please hold on.
このために費用が増える。,This adds to the expense.
トムはボストンにいたの？,Was Tom in Boston?
彼はとても幸せなようだ。,He seems to be very happy.
名前は鉛筆で記入してください。,Please write your name with a pencil.
医者は彼に酒を止めるように忠告した。,The doctor advised him to abstain from drinking.
「これは誰のイスですか」「私のものです」,"Whose chair is this? ""It is mine."""
トムはメアリーより3歳年上だ。,Tom is three years older than Mary.
彼は「俺のことはほっといてくれ」と言ったんだ。,"He said, ""Leave me alone."""
彼が完璧だなんてとんでもない。,He is far from perfect.
今晩出発します。,I leave this evening.
彼には友達が一人もいない。,He doesn't have any friends.
トムは銃規制に賛成だ。,Tom is in favor of gun control.
今のところはすべて申し分無い。,Everything is fine so far.
これからは、もっと倹約しなさいよ。,"From now on, be more careful with your money."
運転免許はお持ちですか？,Do you have a driver's license?
言いたいことはそれだけ？,Is that all you want to say?
トムはまだ怪訝そうだった。,Tom was still dubious.
あのお金で何を買おうかな。,What shall we buy with that money?
成績は大事だが、それがすべてではない。,"Grades are important, but they are not everything."
彼女は折り紙で折鶴を折った。,She folded colored paper into a paper crane.
ＵＳＡはアメリカ合衆国の略称です。,USA stands for the United States of America.
これを持って行ってくれますか？,Please take this away.
お招きいただき、ありがとうございました。,Thank you for inviting me.
我々は死刑を廃止すべきである。,We should do away with the death penalty.
やりすぎだよ。,You're going too far.
私は明日彼に会う。,I'm going to see him tomorrow.
また、リストに名前を戻して欲しいのですが。,I'd like you to put me back on the list.
笑い事じゃない。,It's not funny.
私は彼に五ドルを支払った。,I paid him five dollars.
車の運転ってとても楽しいのよ。,Driving a car is a lot of fun.
月の表面はでこぼこだ。,The surface of the moon is irregular.
私の家は病院の真向かいです。,My house is just across from the hospital.
トムとメアリーはこの春結婚した。,Tom and Mary got married this spring.
水なしでは、生きていけない。,One can't live without water.
彼は私たちよりよい点数を取った。,He got a better score than us.
バスの中で偶然友達に会ったの。,I ran into a friend of mine on the bus.
耳にピアス開けたいのよ。,I want to get my ears pierced.
たぶんトムならできるって。,I know Tom could do that.
君って背が高いの？,Are you tall?
運転、遅すぎるよ。,You're driving way too slow.
あの女の子、自転車に乗れないんだよ。,That girl can't ride a bicycle.
お手間をおかけしました。,Thank you for your trouble.
お金を少し持っている。,I have some money.
このグループの中で、フランス語が喋れないのは僕だけだ。,I'm the only one in this group who doesn't speak French.
何を言うべきか分からないんです。,I'm at a loss for what to say.
彼の家は地下鉄の駅近くにある。,His house is near the subway station.
明日は天気になりそうだ。,It is likely to be fine tomorrow.
幸い、薬の効果はすぐに現れた。,"Thankfully, the medicine quickly started to take effect."
トムと話をしないといけないな。,I must talk with Tom.
トムは急いでいたので、ベッドメイキングをしなかった。,Tom was in a hurry so he left his bed unmade.
私は風邪気味のようです。,It seems I have a slight cold.
僕のおじいちゃん、歩くのが好きなんだ。,My grandfather likes to walk.
正直は美徳のひとつです。,Honesty is a virtue.
お昼はもう食べた？,Have you eaten your lunch yet?
この単語の意味がわからないのですが。,I can't understand this word.
猛犬注意！,Beware of dog.
トムはフランス語がとても上手い。,Tom can speak French very well.
あの人は誰ですか。,Who is that man?
３０５号室に朝食をお願いできますか。,Could you bring my breakfast to room 305?
彼のコンサートは最高だった。,His concert was great.
彼女が君を好きなのは彼女の目を見れば分かる。,Her look says that she loves you.
通りを歩いていたとき、昔からの友達に会った。,"Walking along the street, I met an old friend of mine."
彼は嘘をつくことが大嫌いだった。,He hated lying.
私、間違ってた？,Was I wrong?
今でも私のこと心配してくれてるの？,Are you still worried about me?
彼は映画の切符をなくしてしまった。,He lost his ticket for the movie.
近道をしよう。,Let's take a short cut.
彼女はバスでシカゴへ行った。,She went to Chicago by bus.
彼女は何かをやりかけで放っておくのが好きではない。,She doesn't like to leave anything unfinished.
私のことを誤解しないでください。,Please don't get me wrong.
トムのボートは見える？,Can you see Tom's boat?
私はいつもより少し早く寝た。,I went to bed a little earlier than usual.
雷鳴が聞こえるよりも先に稲光が見えるのは、光が音よりも早く伝わるからである。,It is because light travels faster than sound that we see lightning before we hear thunder.
彼は医者になりたがっている。,He wishes to become a doctor.
あいつに比べれば俺は幸せ者だ。,I'm fortunate compared to him.
トムって、免許持ってるの？,Does Tom have a license?
どうやってトムと知り合ったの？,How did you get to know Tom?
心配しないでください。,Don't worry.
トムと申します。,My name is Tom.
私に任せなさい。,Let me handle it.
その犬は病気だったらしい。,The dog seems to have been sick.
昼ごはんどこで食べるの？,Where are you going to eat lunch?
彼女は本を紛失しました。,She lost a book.
トムの考え方、好きだな。,I like the way Tom thinks.
彼は中華料理がすきかたずねた。,He asked if I liked Chinese food.
ドアの鍵をしめるんだ。,Lock the doors.
やあ！元気？,Hi. How are you?
冗談でもそういうこと言うなよ。,Don't even say that as a joke.
トムは自分がメアリーに惚れるとは思ってもいなかった。,Tom didn't expect to fall in love with Mary.
あいつは頼りになるぞ。,You can rely upon him.
うちは新聞を購読しています。,We subscribe to a newspaper.
彼の答は「否」であった。,His answer was in the negative.
忘れないようにするよ。,I'll try to remember that.
好きになってくれてありがとう。,Thank you for loving me.
ギターが欲しいです。,I want a guitar.
彼女は彼に毛布をかけてやった。,She laid a blanket over him.
彼にどうにかこうにかそれを分からせた。,I managed to make him understand it.
人前で話すのなんて、すぐに慣れるって。,You'll soon get used to speaking in public.
あとは明日お話しします。,I'll tell you the rest tomorrow.
彼の願いがかなった。,His dream came true.
トムはおもちゃで遊んでいる。,Tom is playing with his toys.
トムとメアリーは２０１３年の１０月に結婚しました。,Tom and Mary were married in October of 2013.
北海道は日本の北に位置しています。,Hokkaido is located in the northern part of Japan.
トムはロマンチックではないけど、メアリーはロマンチックだ。,"Tom isn't romantic, but Mary is."
雨が降るかもしれない。,It may rain.
ちょっとした冗談のつもりで言っただけです。,It was just a joke.
この文書ね、フランス語に訳すには助けがいるわ。,I need help translating this document into French.
目を開けていられません。,I can't keep my eyes open.
誰もが彼を尊敬した。,Everybody looked up to him.
幸いにも天気は良かった。,"Fortunately, the weather was good."
彼はヘビを全く怖がらない。,He's not at all afraid of snakes.
私は６０ページ読んだが、一方彼は１０ページしか読んでいない。,"I have read sixty pages, while he has read only ten."
５千ドルというのは、多額なお金だ。,Five thousand dollars is a large sum of money.
まだ話すには早過ぎる。,It's too soon to tell.
僕は生きた心地がしなかった。,I felt like I was dead.
これ、私のじゃないよ。,This isn't mine.
トムが試験に合格するのを期待している。,I expect that Tom will pass the exam.
どうしてそんなに私に意地悪するの？,Why are you so mean to me?
郵便は１日１回配達される。,The mail is delivered once a day.
英語を話す時は、もっとイントネーションに注意しなさい。,Pay more attention to intonation when you speak English.
彼女はジュリエットの役を演じるのに適任だ。,She is a natural to play the part of Juliet.
トムは具合が悪いの？,Is Tom sick?
君、本当によく喋るね。,You sure talk a lot.
トムはまだそこにいる？,Is Tom still there?
旅行はどうだった？,How was your trip?
ついにトムは目的を果たした。,"Finally, Tom achieved his goal."
彼の話はもっともらしく聞こえる。,His story sounds true.
これを配達してもらえますか。,Can you deliver that?
トムは目が見えなかった。,Tom was blind.
私の仕事は赤ん坊の世話をする事です。,My job is to take care of the baby.
どうか電灯を消して下さい。,Please turn off the lights.
彼女には文学の才能がある。,She has some literary talent.
これは誰にも触ってほしくない。,I don't want anyone to touch this.
私は、母に手紙を書いた。,I wrote my mother a letter.
顧問弁護士に電話しました。,I called my lawyer.
彼女は銀行に勤めている。,She works at a bank.
起きる時間よ。,It's time to get up.
ニワトリが今朝卵を生んだ。,The chicken laid an egg this morning.
残念ながらあなたのお手伝いはできません。,I'm sorry to say I can't help you.
元気？,How are you?
買い物に行かないといけないの。,I have to go shopping.
あなたは運命を信じますか？,Do you believe in fate?
本は開いちゃだめよ。,Don't open your book.
お腹すいてるでしょ。,I suppose you're hungry.
急がなくてもいいよ。,There is no hurry.
どうしました？,What happened?
濃霧のため人っ子一人見えなかった。,"Because of the dense fog, nobody could be seen."
それは毒にも薬にもならない。,It's neither good nor bad.
トム・ジャクソンの小説は売れ行きがよかった。,Tom Jackson's novel sold well.
パソコン使ってもいい？,Can I use your computer?
トムならそれができるって思ってたよ。,I figured Tom could do that.
彼に本当のことを伝えた方がいいよ。,You should tell him the truth.
3歳になったばかりの息子がいます。,I have a son who's just turned three.
私はあなたのことに首をつっこむつもりはない。,I don't mean to poke my nose into your affairs.
彼らには何も食べるものがなかった。,They had no food.
今から出かけるのは、もう遅いって。,It's too late to go out now.
どうして僕の親を知ってたの？,How did you know my parents?
トムったら、ワイン一本飲み干しちゃったのよ。,Tom drank a whole bottle of wine.
この国は雨が少ないです。,Rain is scarce in this country.
寝る前には電気を消してくださいね。,Please turn off the light before you go to bed.
太陽がなければ、我々は生きていられないだろう。,"If it were not for the sun, we could not live at all."
彼女は歌手として有名だ。,"As a singer, she's well known."
嵐のために出発を延期した。,We postponed our departure because of the storm.
トムがお父さんを手伝ってるのなんて、見たことがないわ。,I've never seen Tom help his father.
すぐに戻るよ。,I will be back soon.
その猫は大丈夫なの？,Is the cat all right?
メキシコ料理はめったに食べない。,I seldom eat Mexican food.
俺がいない間、花に水をやっといてくれよ。,Water my flowers while I'm away.
その少女は親切にも博物館へ行く道を教えてくれた。,The girl was kind enough to show me the way to the museum.
お勘定して下さい。,"The bill, please."
二回目の上映がまもなく始まります。,The second showing will start soon.
どこにいますか？,Where are you?
俺が誰だか、分かってるよな？,"You know who I am, don't you?"
月曜までにこの仕事を終えてください。,Please get this work finished by Monday.
私は頂上に着いたとき、すっかり疲れきっていた。,"When I reached the summit, I was thoroughly worn out."
俺の心配をするな。,Don't worry about me.
歩くよりも車に乗るほうがよい。,I prefer riding to walking.
来年2月から1年間、オーストラリアに留学します。,"Next February, I'll be going to Australia for one year to study."
やってみる。,I try.
ここから駅まで歩いてどれくらいかかりますか？,How long does it take to walk from here to the station?
何か手伝いましょうか。,Can I help you?
おい、あの音は何だ？,"Hey, what's that noise?"
君がいなくなったら、本当に寂しくなるな。,"After you leave, we'll be very sad."
彼女は本にたくさんの金を使う。,She spends a lot of money on books.
彼女は本当に寒かった。,She was really cold.
週末だけここにいます。,I'm only here for the weekend.
トムならソファで寝てるよ。,Tom is asleep on the couch.
子ども達への接し方がわからないんだ。,I don't know how to handle children.
お話中失礼します。,I'm sorry to interrupt you.
若い時に本をたくさん読んだほうがいい。,You had better read a lot of books while you are young.
芝生に入らないでください。,Keep off the grass.
すみません、自分の実力を過信してました。,I'm sorry. I overestimated my abilities.
失礼に振舞ったりしないのが一番だと思う。,I think that it's best not to be impolite.
彼は危険な手術を受けた。,He underwent a risky operation.
夕食は遅くなるようだ。,It seems that dinner will be late.
彼らは円陣を組んだ。,They formed themselves into a circle.
「よく眠れた？」「爆睡しました」,"Did you sleep well? ""I slept like a log."""
彼は私生活には誰も立ち入らせなかった。,He wouldn't let anybody interfere with his private affairs.
お見事！,Fantastic!
腐っていない卵もいくつかあったが、残りの卵はみな腐っていた。,"Some eggs were good, but the others were bad."
彼らは花火を打ち上げた。,They set off fireworks.
父は結果に満足していました。,My father was satisfied with the result.
警察は車の持ち主を何とか突きとめることができた。,The police managed to track down the owner of the car.
自分の勘定は自分で払います。,I'll pay my bill.
お酒を飲む頻度はどれくらいですか？,How often do you drink alcohol?
彼女には敵が全くいない。,She doesn't have any enemies.
そこはめったに雨が降らない。,It hardly ever rains there.
彼の顔は青くなった。,His face turned pale.
彼女はがっかりして帰ってきた。,She came home in low spirits.
月曜から木曜までここにおります。,I will be here from Monday to Thursday.
